MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
70,1,63.0,15576,1,1,3,3,0,2,2,13,7,6,3,0,6,7,1915,1976,4,0,0,12,3,0.0,1,2,2,0,2,3,5,0,5,0,840,840,4,4,1,0,840,840,0,1680,0,0,2,0,4,1,1,8,0,0,5,0,1960.0,2,1,308,2,2,2,0,0,160,0,0,0,3,4,4,0,3,2008,4,1,177000
60,1,109.0,14154,1,1,3,3,0,1,2,3,7,6,3,0,7,5,2006,2006,4,0,5,7,1,350.0,0,2,4,3,1,3,5,0,5,0,1063,1063,4,4,1,0,1071,1101,0,2172,0,0,2,1,3,1,0,9,0,1,1,0,2006.0,3,3,947,2,2,2,192,62,0,0,0,0,3,4,4,0,8,2007,1,3,280000
60,3,85.0,10800,1,1,3,3,0,2,2,0,7,6,3,0,8,5,2007,2008,4,0,5,7,2,100.0,0,2,4,3,2,3,4,789,5,0,245,1034,4,4,1,0,1050,1028,0,2078,1,0,2,1,3,1,3,8,0,1,1,0,2008.0,1,3,836,2,2,2,0,102,0,0,0,0,3,4,4,0,4,2008,1,3,339750
20,1,68.0,9571,1,1,3,3,0,2,2,1,7,6,3,4,5,3,1958,1958,4,0,6,8,3,0.0,1,3,5,1,3,3,5,0,5,0,1276,1276,4,2,1,4,1276,0,0,1276,0,0,1,0,3,1,1,5,5,0,5,0,1958.0,2,1,350,2,2,2,0,0,0,0,0,0,3,4,4,0,6,2009,5,0,60000
190,1,100.0,34650,1,1,3,2,0,2,2,8,7,6,4,4,5,5,1955,1955,5,0,0,1,3,0.0,1,2,5,1,2,0,1,1056,5,0,0,1056,4,2,0,0,1056,0,0,1056,1,0,1,0,3,1,1,5,0,0,5,0,1955.0,1,2,572,2,2,2,264,0,0,0,0,0,3,4,4,0,1,2006,4,1,145000
20,3,69.0,4403,1,1,2,3,0,2,2,0,7,6,3,4,7,5,2009,2009,4,0,1,2,2,432.0,3,2,4,3,2,1,4,578,5,0,892,1470,4,4,1,0,1478,0,0,1478,1,0,2,1,2,1,0,7,0,1,1,0,2009.0,1,2,484,2,2,2,0,144,0,0,0,0,3,4,4,0,6,2010,1,3,222000
30,4,56.0,8960,1,0,3,3,0,2,2,10,1,6,3,4,5,6,1927,1950,4,0,8,11,3,0.0,1,2,5,1,2,3,5,0,5,0,1008,1008,4,1,1,4,1028,0,0,1028,0,0,1,0,2,1,1,5,0,1,1,3,1927.0,2,2,360,2,2,2,0,0,130,0,0,0,3,4,4,0,3,2010,4,1,115000
60,1,59.0,11228,1,1,2,3,0,3,2,6,7,6,3,0,7,5,1993,1993,4,0,5,7,3,0.0,0,2,4,0,2,3,2,50,4,531,499,1080,4,4,1,0,1080,1017,0,2097,0,1,2,1,3,1,0,9,0,1,2,0,1993.0,2,3,678,2,2,2,196,187,0,0,0,0,3,4,4,0,12,2008,4,1,228000
20,1,73.0,8899,1,1,0,3,0,2,2,8,7,6,3,4,7,5,2007,2007,4,0,5,7,3,0.0,0,2,4,0,2,1,4,24,5,0,1316,1340,4,4,1,0,1340,0,0,1340,0,0,2,0,3,1,0,6,0,0,5,0,2007.0,1,2,396,2,2,2,100,30,0,0,0,0,3,4,4,0,8,2007,1,3,181134
60,1,74.0,7844,1,1,3,3,0,2,2,7,7,6,3,0,6,7,1978,1978,5,0,4,6,1,203.0,1,2,5,1,2,3,0,209,5,0,463,672,4,2,1,0,672,728,0,1400,0,0,1,1,3,1,1,6,0,1,2,0,1978.0,1,2,440,2,2,2,0,0,0,0,0,0,3,4,4,0,3,2006,4,1,149500
70,1,86.0,22420,1,1,0,3,0,2,2,13,6,6,3,0,6,6,1918,1950,5,0,0,4,3,0.0,1,2,2,0,2,3,2,1128,5,0,242,1370,2,2,0,4,1370,1254,0,2624,1,0,2,1,4,1,1,10,0,1,1,3,1918.0,2,3,864,2,2,1,0,0,0,0,0,0,3,4,4,0,11,2007,4,1,239000
50,1,60.0,8160,1,1,3,3,0,2,2,1,7,6,3,1,5,6,1940,1950,4,0,1,2,3,0.0,1,2,2,1,2,3,0,312,5,0,444,756,4,3,0,2,756,378,0,1134,1,0,1,1,3,1,1,7,0,0,5,3,1940.0,2,1,240,2,2,0,0,0,0,0,0,0,3,4,4,0,4,2007,4,5,126000
20,1,65.0,8450,1,1,3,3,0,2,2,19,7,6,3,4,5,6,1968,1968,4,0,5,7,3,0.0,1,2,5,1,2,3,2,775,5,0,281,1056,4,4,1,0,1056,0,0,1056,1,0,1,0,3,1,1,6,0,1,3,0,1968.0,2,1,304,2,2,2,0,85,184,0,0,0,3,4,4,0,7,2010,4,1,142000
90,4,78.0,7060,1,1,3,3,0,2,2,12,7,6,2,5,7,5,1997,1998,4,0,5,7,1,200.0,1,1,4,0,1,2,4,1309,5,0,35,1344,4,4,1,0,1344,0,0,1344,2,0,2,0,2,2,1,8,0,0,5,0,1997.0,1,4,784,2,2,2,0,0,0,0,0,0,3,4,4,0,11,2008,4,4,206300
20,1,69.0,16635,1,1,0,3,0,0,2,23,7,6,3,4,6,7,1977,2000,4,0,15,3,2,126.0,0,2,5,0,2,3,0,1246,5,0,356,1602,4,1,1,0,1602,0,0,1602,0,1,2,0,3,1,0,8,0,1,2,0,1977.0,1,2,529,2,2,2,240,0,0,0,0,0,3,4,4,0,6,2009,4,1,215000
20,1,100.0,21750,1,1,3,0,0,2,1,12,1,6,3,4,5,5,1954,1954,5,0,4,6,3,0.0,1,2,5,1,2,3,5,0,5,0,988,988,4,4,1,4,988,0,0,988,0,0,1,0,2,1,1,4,0,0,5,0,1954.0,3,2,520,2,2,1,0,0,0,0,0,0,3,4,4,0,2,2008,4,1,113000
60,1,80.0,9200,1,1,3,3,0,2,2,14,7,6,3,0,8,5,1998,1998,4,0,5,7,1,473.0,0,2,4,0,2,3,4,986,5,0,484,1470,4,1,1,0,1470,1160,0,2630,1,0,2,1,4,1,0,8,0,1,2,0,1998.0,1,3,696,2,2,2,0,66,0,0,0,0,3,4,4,0,6,2008,4,1,315000
20,1,72.0,9000,1,1,3,3,0,2,2,19,7,6,3,4,6,5,1956,1956,4,0,0,1,1,74.0,1,2,5,0,2,3,3,616,5,0,580,1196,4,1,1,4,1196,0,0,1196,1,0,1,0,2,1,1,6,0,1,1,0,1956.0,3,1,297,2,2,2,0,44,0,0,0,0,3,4,4,0,5,2008,4,1,139000
60,4,60.0,3378,1,0,3,0,0,2,2,10,7,6,3,0,7,8,1946,1992,4,0,4,6,3,0.0,1,1,5,1,2,3,5,0,5,0,651,651,4,1,1,0,707,682,0,1389,0,0,1,1,3,1,1,6,0,2,1,3,1947.0,2,1,240,2,2,0,0,0,126,0,0,0,3,4,4,0,9,2009,4,1,135000
80,1,69.0,12800,1,1,3,1,0,2,1,6,7,6,3,7,7,5,1989,1989,4,0,0,1,1,145.0,0,2,4,0,2,2,4,1518,5,0,0,1518,4,1,1,0,1644,0,0,1644,1,1,2,0,2,1,0,5,0,1,2,0,1989.0,1,2,569,2,2,2,80,0,0,0,396,0,3,4,4,0,8,2009,4,1,275000
20,1,77.0,8593,1,1,0,3,0,2,2,19,7,6,3,4,4,6,1957,1957,5,0,1,2,3,0.0,1,2,5,1,2,3,1,288,5,0,619,907,4,4,1,0,907,0,0,907,0,0,1,0,3,1,1,5,0,0,5,3,1964.0,2,1,352,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2008,4,1,109008
20,1,64.0,6762,1,1,3,3,0,2,2,9,7,6,3,4,7,5,2007,2007,4,0,5,7,1,108.0,0,2,4,0,2,3,4,664,5,0,544,1208,4,4,1,0,1208,0,0,1208,1,0,2,0,2,1,0,6,0,0,5,0,2007.0,3,2,628,2,2,2,105,54,0,0,0,0,3,4,4,0,9,2007,1,3,195400
20,1,130.0,11457,1,1,0,3,0,1,2,4,7,6,3,4,6,5,1988,1988,4,0,4,6,3,0.0,1,2,5,0,2,0,4,1005,5,0,387,1392,4,2,1,0,1412,0,0,1412,1,0,2,0,3,1,0,6,0,1,2,0,1988.0,2,2,576,2,2,2,0,0,169,0,0,0,3,4,4,0,3,2009,4,1,175000
160,4,21.0,1680,1,1,3,3,0,2,2,16,7,6,0,0,6,5,1971,1971,4,0,4,6,1,232.0,1,2,5,1,2,3,0,387,5,0,96,483,4,2,1,0,483,504,0,987,0,0,1,1,2,1,1,4,0,0,5,3,1971.0,2,1,264,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2008,5,0,85400
50,4,60.0,5586,1,1,0,2,0,2,2,10,6,6,3,1,6,7,1920,1998,4,0,1,2,3,0.0,1,2,2,1,2,3,5,0,5,0,901,901,4,1,1,0,1088,110,0,1198,0,0,1,0,4,1,1,7,0,0,5,5,1980.0,0,0,0,5,5,1,0,98,0,0,0,0,3,0,4,0,9,2008,8,0,79900
160,4,24.0,1920,1,1,3,3,0,2,2,16,7,6,1,0,5,5,1971,1971,4,0,4,6,1,376.0,1,2,5,1,2,3,0,471,5,0,294,765,4,4,1,0,765,600,0,1365,1,0,1,1,2,1,1,6,1,0,5,3,1971.0,2,2,440,2,2,2,240,36,0,0,0,0,3,4,4,0,8,2007,4,1,122500
60,1,100.0,10839,1,1,0,3,0,1,2,8,7,6,3,0,6,5,1997,1998,4,0,5,7,3,0.0,1,2,4,0,2,3,5,0,5,0,926,926,4,4,1,0,926,678,0,1604,0,0,2,1,3,1,1,7,0,1,2,0,1997.0,1,2,470,2,2,2,0,36,0,0,0,0,3,4,4,0,7,2008,4,1,181000
180,4,21.0,1890,1,1,3,3,0,2,2,20,7,6,0,5,4,7,1972,1972,4,0,15,3,3,0.0,1,1,5,0,2,1,0,495,5,0,135,630,4,1,1,0,630,0,0,630,1,0,1,0,1,1,1,3,0,0,5,5,1980.0,0,0,0,5,5,2,88,0,0,0,0,0,3,4,4,0,6,2008,4,1,81000
60,1,43.0,10667,1,1,2,3,0,3,2,9,0,6,3,0,7,6,1996,1996,4,0,5,7,3,0.0,0,2,4,0,2,1,4,385,0,344,70,799,4,4,1,0,827,834,0,1661,1,0,2,1,3,1,0,6,0,1,2,0,1996.0,3,2,550,2,2,2,158,61,0,0,0,0,3,4,4,0,4,2009,6,1,212000
50,4,40.0,4400,1,1,3,3,0,2,2,10,7,6,3,1,6,8,1920,1950,4,0,2,4,3,0.0,1,2,2,2,2,3,5,0,5,0,648,648,4,2,1,4,734,384,0,1118,0,0,1,0,2,1,1,6,0,0,5,3,1990.0,2,2,440,2,2,2,0,0,0,0,0,0,3,4,4,0,10,2006,4,1,116000
45,4,50.0,6000,1,1,3,3,0,2,2,11,7,6,3,6,6,7,1926,2004,4,0,0,1,3,0.0,0,2,4,1,2,3,5,0,5,0,884,884,4,1,1,0,904,0,0,904,0,0,1,0,2,1,1,4,0,0,5,3,1926.0,2,1,180,2,2,2,0,0,105,0,0,0,3,4,4,0,1,2009,4,1,119000
30,1,40.0,4280,1,1,3,3,0,2,2,13,7,6,3,4,5,6,1913,2002,4,0,8,4,3,0.0,1,2,4,1,2,3,3,365,5,0,75,440,4,2,0,0,694,0,0,694,0,0,1,0,2,1,0,4,0,1,1,3,1990.0,2,1,352,1,2,0,0,0,34,0,0,0,3,0,4,0,3,2007,4,1,90350
50,1,67.0,12354,1,0,3,3,0,1,2,1,7,6,3,1,6,8,1920,2000,4,0,0,1,3,0.0,1,2,2,1,3,0,5,0,5,0,684,684,4,1,1,0,684,512,0,1196,0,0,1,0,3,1,0,7,0,0,5,3,2005.0,2,2,528,2,2,2,0,46,0,0,0,0,3,3,0,800,8,2009,0,1,110000
20,1,105.0,15431,1,1,3,3,0,2,2,3,7,6,3,4,10,5,2008,2008,5,0,5,7,2,200.0,3,2,4,3,2,2,4,1767,0,539,788,3094,4,4,1,0,2402,0,0,2402,1,0,2,0,2,1,3,10,0,2,1,0,2008.0,1,3,672,2,2,2,0,72,0,0,170,0,3,4,4,0,4,2009,4,1,555000
90,1,92.0,12108,1,1,3,3,0,2,2,1,7,6,2,4,4,4,1955,1955,4,0,5,7,1,270.0,1,2,5,1,2,3,0,133,5,0,1307,1440,4,2,0,2,1440,0,0,1440,0,0,2,0,4,2,2,8,0,0,5,5,1980.0,0,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,9,2008,4,1,118000
50,4,52.0,6240,1,1,3,3,0,2,2,11,7,6,3,1,5,7,1930,1992,4,0,1,2,3,0.0,1,2,4,1,2,3,5,0,5,0,1078,1078,4,2,1,0,1128,445,0,1573,0,0,2,0,3,1,1,8,0,1,1,3,1930.0,2,2,360,2,2,0,0,0,0,0,0,0,3,4,4,0,6,2008,4,1,162900
120,1,53.0,3922,1,1,3,3,0,2,2,2,7,6,1,4,7,5,2006,2007,4,0,8,11,1,72.0,0,2,4,3,2,1,5,0,5,0,1258,1258,4,4,1,0,1258,0,0,1258,0,0,2,0,2,1,0,6,0,1,1,0,2007.0,1,3,648,2,2,2,144,16,0,0,0,0,3,4,4,0,6,2007,1,3,172500
60,1,70.0,8750,1,1,3,3,0,2,2,9,7,6,3,0,7,5,1994,1995,4,0,5,7,3,0.0,0,1,4,0,2,3,4,642,5,0,273,915,4,4,1,0,933,975,0,1908,1,0,2,1,4,1,0,8,0,1,2,0,1994.0,2,2,493,2,2,2,144,133,0,0,0,0,3,4,4,0,7,2008,4,1,210000
20,1,73.0,9855,1,1,3,3,0,1,2,1,7,6,3,4,6,5,1956,1956,5,0,0,1,3,0.0,1,2,5,1,2,3,5,0,5,0,1436,1436,4,3,1,0,1689,0,0,1689,0,0,1,0,3,1,1,7,0,1,1,0,1956.0,2,2,480,2,2,2,0,0,0,0,0,0,3,0,4,0,11,2009,5,1,127500
20,1,137.0,16492,1,1,0,3,0,1,2,19,2,6,3,4,6,6,1966,2002,4,0,11,12,3,0.0,0,2,5,1,2,3,0,247,1,713,557,1517,4,4,1,0,1888,0,0,1888,0,0,2,1,2,1,0,6,5,1,1,0,1966.0,1,2,578,2,2,2,0,0,0,0,0,0,3,4,4,0,6,2010,4,1,190000
60,1,69.0,11214,1,1,0,3,0,1,2,8,7,6,3,0,7,5,1998,1999,4,0,5,7,3,0.0,0,2,4,0,2,3,5,0,5,0,930,930,4,1,1,0,956,930,0,1886,0,0,2,1,4,1,0,10,0,1,2,0,1998.0,1,2,431,2,2,2,89,0,0,0,0,0,3,4,4,0,7,2006,4,1,199900
50,4,50.0,8600,1,1,3,2,0,2,2,5,7,6,3,1,6,6,1937,1950,4,0,1,2,3,0.0,1,2,2,1,2,3,5,0,5,0,780,780,4,2,1,0,780,596,0,1376,0,0,2,0,3,1,1,7,0,1,1,3,1937.0,2,1,198,2,2,1,0,0,0,0,0,0,3,4,4,0,6,2006,4,1,119500
50,4,50.0,6000,1,1,3,3,0,2,2,10,7,6,3,1,3,7,1948,2002,4,0,1,2,3,0.0,1,1,5,1,2,3,0,331,5,0,318,649,4,4,1,0,679,504,0,1183,0,0,1,1,2,1,1,6,0,0,5,3,1981.0,2,1,308,2,2,2,0,176,0,0,0,0,3,4,4,0,6,2007,4,1,120000
30,4,70.0,5684,1,1,3,3,0,2,2,10,7,6,3,4,6,8,1930,2005,5,0,0,1,3,0.0,1,2,2,1,2,3,5,0,5,0,813,813,4,4,1,4,813,0,0,813,0,0,1,0,2,1,0,5,0,0,5,3,1932.0,2,1,270,3,3,1,0,113,0,0,0,0,3,4,4,0,6,2006,4,1,110000
20,1,62.0,70761,1,1,0,1,0,2,1,21,7,6,3,4,7,5,1975,1975,4,2,10,12,3,0.0,1,2,5,0,2,2,0,655,5,0,878,1533,4,2,1,0,1533,0,0,1533,1,0,2,0,2,1,0,5,0,2,2,0,1975.0,2,2,576,2,2,2,200,54,0,0,0,0,3,4,4,0,12,2006,4,1,280000
60,1,69.0,9303,1,1,0,3,0,1,2,4,7,6,3,0,6,5,1996,1997,5,0,5,7,1,42.0,0,2,4,3,2,3,0,742,5,0,130,872,4,4,1,0,888,868,0,1756,1,0,2,1,3,1,1,7,0,0,5,0,1996.0,1,2,422,2,2,2,144,122,0,0,0,0,3,4,4,0,7,2007,4,1,204000
60,3,75.0,9000,1,1,3,3,0,2,2,0,7,6,3,0,8,5,2008,2008,4,0,5,7,3,0.0,0,2,4,0,2,3,5,0,5,0,768,768,4,4,1,0,786,804,0,1590,0,0,2,1,3,1,0,6,0,0,5,0,2008.0,3,2,676,2,2,2,0,30,0,0,0,0,3,4,4,0,6,2009,4,1,210000
90,1,63.0,9297,1,1,3,3,0,2,2,12,7,6,2,4,5,5,1976,1976,4,0,10,12,3,0.0,1,2,5,1,2,3,0,1606,5,0,122,1728,4,2,1,0,1728,0,0,1728,2,0,2,0,4,2,1,8,0,0,5,3,1976.0,2,2,560,2,2,2,0,0,0,0,0,0,3,4,4,0,7,2006,4,2,188000
20,1,80.0,9600,1,1,3,3,0,2,2,23,7,6,3,4,7,6,1973,1973,5,0,4,6,1,320.0,1,2,5,1,2,3,0,916,5,0,326,1242,4,3,1,0,1242,0,0,1242,0,0,1,1,3,1,1,6,0,1,2,0,1973.0,2,2,528,2,2,2,0,0,0,0,0,0,3,4,4,0,9,2007,4,1,175500
70,4,34.0,4571,1,0,3,3,0,2,2,10,7,6,3,0,5,5,1916,1950,4,0,14,15,3,0.0,1,2,2,1,2,3,5,0,5,0,624,624,4,3,0,0,624,720,0,1344,0,0,1,0,4,1,1,7,0,0,5,3,1916.0,2,3,513,3,3,2,0,0,96,0,0,0,3,4,4,0,5,2008,5,0,98000
20,1,69.0,53227,1,1,0,1,0,3,1,21,7,6,3,4,4,6,1954,1994,3,6,10,12,3,0.0,1,2,5,0,2,2,2,1116,5,0,248,1364,4,4,1,0,1663,0,0,1663,1,0,1,0,2,1,0,6,1,2,1,0,1954.0,1,2,529,2,2,2,224,137,0,0,0,0,3,4,4,0,3,2008,4,1,256000
70,4,69.0,5100,1,0,3,3,0,2,2,10,7,6,3,0,8,7,1925,1996,5,0,2,11,3,0.0,1,1,4,1,2,3,5,0,5,0,588,588,4,3,1,0,833,833,0,1666,0,0,1,0,3,1,0,7,0,1,1,3,1925.0,2,1,228,2,2,2,192,63,0,0,0,0,3,0,4,0,6,2008,4,1,161000
50,1,69.0,7015,1,1,0,2,0,1,2,11,7,6,3,1,5,4,1950,1950,4,0,1,2,0,161.0,1,2,5,1,2,3,3,185,5,0,524,709,4,2,1,0,979,224,0,1203,1,0,1,0,3,1,0,5,0,1,2,3,1950.0,2,1,352,2,2,2,0,0,248,0,0,0,3,4,4,0,7,2009,4,1,110000
60,3,75.0,8004,1,1,0,3,0,2,2,0,5,6,3,0,8,5,2009,2009,4,0,5,7,2,110.0,0,2,4,0,2,3,4,544,5,0,288,832,4,4,1,0,832,1103,0,1935,1,0,2,1,3,1,1,8,0,0,5,4,2009.0,1,2,552,2,2,2,0,150,0,0,0,0,3,4,4,0,12,2009,1,3,263435
70,1,60.0,7200,1,1,3,3,0,2,2,15,6,6,3,0,7,9,1936,2007,4,0,0,1,3,0.0,0,1,4,0,1,3,0,350,2,210,0,560,4,4,1,0,575,560,0,1135,1,0,1,0,3,1,0,6,0,0,5,3,1971.0,3,2,576,2,2,2,256,0,0,0,0,0,3,0,4,0,4,2009,4,1,155000
20,1,60.0,8281,1,1,0,3,0,2,2,7,7,6,3,4,5,5,1965,1965,4,0,1,2,3,0.0,1,2,5,1,2,3,1,553,2,311,0,864,4,1,1,0,864,0,0,864,0,0,1,0,3,1,1,5,0,1,0,3,1965.0,2,1,360,2,2,2,0,0,236,0,0,0,3,1,4,0,12,2009,4,1,62383
70,1,74.0,11988,1,1,0,0,0,2,1,13,7,6,3,0,6,7,1934,1995,5,0,2,4,3,0.0,1,2,5,1,2,3,3,326,5,0,389,715,4,3,1,4,849,811,0,1660,0,0,1,1,3,1,1,6,0,1,1,3,1939.0,2,1,240,2,2,2,0,0,0,0,0,0,3,4,4,0,8,2008,4,1,188700
20,1,60.0,8430,1,1,3,0,0,2,1,9,7,6,3,4,5,5,1978,1978,4,0,4,6,1,136.0,1,2,5,0,2,3,1,616,5,0,424,1040,4,2,1,0,1040,0,0,1040,0,0,2,0,3,1,1,5,0,0,5,5,1980.0,0,0,0,5,5,2,0,0,0,0,0,0,3,4,4,0,8,2009,4,1,124000
120,4,69.0,3072,1,1,3,3,0,2,2,2,7,6,1,4,7,5,2004,2004,5,0,5,7,1,18.0,0,2,4,0,2,3,5,0,5,0,1375,1375,4,4,1,0,1414,0,0,1414,0,0,2,0,2,1,0,6,0,1,2,0,2004.0,1,2,398,2,2,2,144,20,0,0,0,0,3,4,4,0,5,2006,4,1,178740
20,1,85.0,10628,1,1,3,3,0,2,2,19,7,6,3,4,7,5,1970,1970,3,6,10,12,3,0.0,1,1,5,1,1,2,4,778,5,0,499,1277,4,2,1,0,1277,0,0,1277,1,0,1,0,2,1,1,5,0,1,0,0,1970.0,2,2,526,2,2,2,0,0,0,0,176,0,3,1,4,0,4,2007,4,1,167000
70,1,79.0,9480,1,1,3,3,0,2,2,19,1,6,3,0,5,7,1942,1995,4,0,1,2,2,224.0,1,2,5,1,2,3,3,386,5,0,342,728,4,4,1,0,888,756,0,1644,0,0,1,1,3,1,0,7,0,2,1,0,1942.0,2,1,312,2,2,2,168,0,0,0,0,0,3,4,4,0,6,2007,4,1,146500
20,1,98.0,11428,1,1,0,3,0,2,2,3,7,6,3,4,8,5,2006,2006,4,0,5,7,2,248.0,0,2,4,0,2,3,5,0,5,0,1626,1626,4,4,1,0,1634,0,0,1634,0,0,2,0,3,1,0,7,0,1,1,0,2006.0,3,3,866,2,2,2,0,44,0,0,0,0,3,4,4,0,5,2007,4,1,250000
60,1,76.0,9291,1,1,0,3,0,1,2,6,3,6,3,0,6,5,1993,1993,4,0,4,6,1,120.0,0,2,4,0,2,3,4,426,5,0,406,832,4,4,1,0,832,878,0,1710,0,0,2,1,3,1,0,7,0,0,5,0,1993.0,3,2,506,2,2,2,144,70,0,0,0,0,3,4,4,0,6,2008,4,1,187000
120,1,69.0,6820,1,1,0,3,0,1,2,17,7,6,1,4,8,5,1985,1985,4,0,4,6,3,0.0,0,2,4,0,2,1,4,368,2,1120,0,1488,4,2,1,0,1502,0,0,1502,1,0,1,1,1,1,0,4,0,0,5,0,1985.0,3,2,528,2,2,2,0,54,0,0,140,0,3,4,4,0,6,2010,4,1,212000
60,1,92.0,11952,1,1,3,3,0,2,2,23,2,6,3,0,7,6,1977,1977,1,1,8,12,3,0.0,1,2,5,0,2,3,5,0,5,0,808,808,4,2,1,0,1161,808,0,1969,0,0,2,1,3,1,1,8,0,1,1,0,1977.0,3,2,534,2,2,2,0,0,0,0,276,0,3,4,4,0,11,2007,4,1,190000
180,4,35.0,3675,1,1,3,3,0,2,2,1,7,6,1,7,6,5,2005,2005,4,0,5,7,1,80.0,1,2,4,0,2,2,4,459,5,0,88,547,4,4,1,0,1072,0,0,1072,1,0,1,0,2,1,1,5,0,0,5,2,2005.0,3,2,525,2,2,2,0,28,0,0,0,0,3,4,4,0,6,2008,4,1,148000
20,1,110.0,14977,1,1,0,3,0,2,2,3,7,6,3,4,8,5,2006,2007,4,0,5,7,1,304.0,0,2,4,3,2,2,4,1350,5,0,626,1976,4,4,1,0,1976,0,0,1976,1,0,2,0,2,1,0,7,0,1,4,0,2006.0,3,3,908,2,2,2,250,63,0,0,0,0,3,4,4,0,7,2007,1,3,440000
120,1,41.0,5330,1,1,3,3,0,2,2,17,7,6,1,4,8,5,2000,2000,4,0,15,3,3,0.0,0,2,4,0,2,1,4,1196,5,0,298,1494,4,4,1,0,1652,0,0,1652,1,0,2,0,2,1,3,6,0,0,5,0,2000.0,3,2,499,2,2,2,96,48,0,0,0,0,3,4,4,0,8,2007,4,1,251000
20,1,80.0,8480,1,1,3,3,0,1,2,7,7,6,3,4,5,6,1963,1963,5,0,4,6,3,0.0,1,2,5,1,2,3,4,630,5,0,340,970,4,2,1,0,970,0,0,970,1,0,1,0,2,1,1,5,0,0,5,3,1996.0,2,2,624,2,2,2,0,24,0,0,192,0,3,4,4,0,7,2007,4,1,132500
20,1,75.0,13125,1,1,3,3,0,2,1,9,7,6,3,4,6,5,1997,1998,4,0,5,7,1,215.0,1,2,4,0,2,2,4,994,5,0,484,1478,4,4,1,0,1493,0,0,1493,1,0,2,0,3,1,0,7,0,1,2,0,1997.0,1,2,508,2,2,2,140,39,0,0,0,0,3,4,4,0,4,2008,4,1,208900
60,1,105.0,13693,1,1,3,3,0,2,2,3,7,6,3,0,9,5,2006,2006,5,0,5,7,1,772.0,3,2,4,0,2,1,5,0,5,0,2153,2153,4,4,1,0,2069,574,0,2643,0,0,2,1,3,1,3,9,0,1,1,4,2006.0,1,3,694,2,2,2,414,84,0,0,0,0,3,4,4,0,3,2007,4,1,380000
20,1,79.0,10637,1,1,3,3,0,2,2,9,7,6,3,4,8,5,2007,2008,5,0,5,7,2,336.0,0,2,4,3,2,2,4,1288,5,0,417,1705,4,4,1,0,1718,0,0,1718,1,0,2,0,3,1,0,7,0,1,1,0,2007.0,3,3,826,2,2,2,208,44,0,0,0,0,3,4,4,0,9,2009,4,1,297000
30,4,50.0,5925,1,1,3,2,0,2,2,10,7,6,3,4,4,7,1937,2000,5,0,2,4,0,435.0,1,2,2,2,2,3,1,168,5,0,739,907,4,2,1,0,1131,0,0,1131,0,0,1,0,2,1,1,7,0,0,5,3,1995.0,2,2,672,2,2,2,0,72,0,0,0,0,3,0,4,0,3,2007,4,4,89471
20,1,98.0,16033,1,1,0,3,0,0,2,3,7,6,3,4,9,5,2004,2005,5,0,5,7,1,378.0,0,2,4,3,2,2,4,1261,5,0,572,1833,4,4,1,0,1850,0,0,1850,1,0,2,0,3,1,0,8,0,1,1,0,2004.0,1,3,772,2,2,2,519,112,0,0,0,0,3,4,4,0,3,2006,4,1,326000
20,1,72.0,11846,1,1,0,0,0,2,2,3,7,6,3,4,9,5,2003,2004,5,0,5,7,1,562.0,0,2,4,3,2,2,4,1567,5,0,225,1792,4,4,1,0,1792,0,0,1792,1,0,2,0,2,1,3,6,0,1,1,0,2003.0,1,3,874,2,2,2,206,49,0,0,0,0,3,4,4,0,8,2006,4,1,374000
70,4,50.0,2500,1,2,3,3,0,1,2,10,7,6,3,0,7,8,1915,2005,4,0,2,4,3,0.0,0,2,4,1,2,3,0,299,5,0,611,910,4,4,1,0,916,910,0,1826,1,0,1,1,4,1,3,7,4,1,1,0,1915.0,2,1,164,3,3,2,0,0,0,0,0,0,3,4,4,0,6,2009,4,1,155000
120,4,32.0,4500,1,1,3,3,0,0,2,12,7,6,0,4,6,5,1998,1998,5,0,5,7,1,116.0,1,2,4,3,2,3,4,897,5,0,319,1216,4,4,1,0,1216,0,0,1216,1,0,2,0,2,1,1,5,0,0,5,0,1998.0,2,2,402,2,2,2,0,125,0,0,0,0,3,4,4,0,5,2006,4,1,164000
