,age,default,balance,housing,loan,duration,campaign,pdays,previous,y,date,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown,contact_cellular,contact_telephone,contact_unknown,poutcome_failure,poutcome_other,poutcome_success,poutcome_unknown
741,1,0,0,0,0,0.08970539556438266,0.0,0.0,0,1,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
742,3,0,0,1,0,0.04965243296921549,0.0,0.143348623853211,1,0,193,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
743,3,0,0,0,0,0.20787818603111552,0.061224489795918366,0.0,0,1,140,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
744,1,0,0,1,1,0.08176100628930817,0.0,0.0,0,0,261,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
745,3,0,0,0,1,0.04534922211188348,0.0,0.0,0,0,177,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
746,2,0,0,1,1,0.04965243296921549,0.0,0.0,0,0,273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
747,4,0,0,1,0,0.019529956967891428,0.0,0.0,0,0,239,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
748,1,0,0,0,1,0.08440913604766634,0.0,0.0,0,0,177,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
749,2,0,0,1,0,0.031777557100297914,0.0,0.0,0,0,237,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
750,4,0,0,0,0,0.004303210857332009,0.1836734693877551,0.0,0,0,231,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
751,3,0,0,1,0,0.06223104932141675,0.16326530612244897,0.0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
752,1,0,0,1,0,0.030784508440913606,0.16326530612244897,0.0,0,0,227,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
753,3,0,0,0,0,0.012247600132406488,0.02040816326530612,0.0,0,0,129,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
754,1,0,0,1,0,0.0648791790797749,0.04081632653061224,0.0,0,0,213,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
755,1,0,0,1,0,0.028798411122144985,0.04081632653061224,0.0,0,0,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
756,3,0,0,1,1,0.08606421714664018,0.0,0.0,0,1,214,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
757,3,0,0,1,0,0.1300893743793446,0.02040816326530612,0.0,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
758,2,0,0,1,0,0.027143330023171135,0.0,0.0,0,0,225,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
759,2,0,0,0,0,0.14630916914928832,0.0,0.0,0,0,330,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
760,4,0,0,0,0,0.09930486593843098,0.0,0.0,0,0,267,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
761,1,0,0,1,0,0.027805362462760674,0.061224489795918366,0.0,0,0,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
762,1,0,0,1,0,0.027143330023171135,0.02040816326530612,0.0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
763,1,0,0,1,0,0.019529956967891428,0.0,0.0,0,0,233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
764,1,0,0,1,0,0.10956636875206885,0.02040816326530612,0.32339449541284404,8,0,241,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
765,2,0,0,0,0,0.09566368752068852,0.02040816326530612,0.18692660550458715,4,0,337,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
766,4,0,0,1,0,0.0738166170142337,0.061224489795918366,0.0,0,0,233,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
767,2,0,0,1,0,0.04700430321085733,0.02040816326530612,0.0,0,0,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
768,3,0,0,1,0,0.09003641178417743,0.04081632653061224,0.0,0,0,171,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
769,3,0,0,1,0,0.07745779543197617,0.04081632653061224,0.37155963302752293,2,0,261,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
770,1,0,0,1,1,0.0033101621979476996,0.10204081632653061,0.0,0,0,154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
771,3,0,0,1,0,0.04634227077126779,0.02040816326530612,0.0,0,0,227,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
772,1,0,0,0,0,0.12015888778550149,0.0,0.0,0,0,177,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
773,1,0,0,1,0,0.042370076133730554,0.0,0.0,0,0,169,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
774,0,0,0,1,1,0.012578616352201259,0.061224489795918366,0.0,0,0,219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
775,2,0,0,1,0,0.0738166170142337,0.0,0.0,0,0,210,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
776,1,0,0,0,0,0.011916583912611719,0.14285714285714285,0.4013761467889908,6,0,228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
777,1,0,0,1,0,0.20191989407480967,0.02040816326530612,0.0,0,0,239,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
778,1,0,0,1,0,0.0880503144654088,0.0,0.0,0,0,231,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
779,3,0,0,0,0,0.003641178417742469,0.0,0.0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
780,1,0,0,1,0,0.09930486593843098,0.02040816326530612,0.0,0,0,223,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
781,2,0,0,1,0,0.024826216484607744,0.04081632653061224,0.0,0,0,235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
782,2,0,0,1,0,0.03210857332009268,0.0,0.0,0,0,212,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
783,4,0,0,1,0,0.016881827209533268,0.04081632653061224,0.0,0,0,241,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
784,1,0,0,1,0,0.06653426017874876,0.04081632653061224,0.0,0,0,227,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
785,0,1,0,1,0,0.08440913604766634,0.02040816326530612,0.0,0,0,228,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
786,3,0,0,0,0,0.018536908308507117,0.02040816326530612,0.0,0,0,141,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
787,3,0,0,1,0,0.039059913935782856,0.02040816326530612,0.0,0,0,256,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
788,2,0,0,1,0,0.1830519695465078,0.08163265306122448,0.0,0,0,171,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
789,2,0,0,1,0,0.012578616352201259,0.0,0.0,0,0,235,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
790,1,0,1,1,0,0.1221449851042701,0.14285714285714285,0.0,0,0,126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
791,2,0,0,1,0,0.025157232704402517,0.04081632653061224,0.0,0,0,171,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
792,1,0,0,0,0,0.07778881165177094,0.04081632653061224,0.0,0,0,239,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
793,3,0,0,0,0,0.00827540549486925,0.0,0.0,0,0,207,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
794,1,0,0,1,0,0.5491559086395233,0.0,0.0,0,1,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
795,1,0,0,1,0,0.06024495200264813,0.061224489795918366,0.0,0,0,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
796,2,0,0,0,0,0.141012909632572,0.0,0.0,0,0,209,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
797,4,0,0,0,0,0.01787487586891758,0.02040816326530612,0.0,0,0,283,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
798,1,0,0,0,0,0.09102946044356174,0.0,0.1353211009174312,1,0,129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
799,3,0,0,1,0,0.10857332009268454,0.02040816326530612,0.0,0,0,157,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
800,3,0,0,0,0,0.1674942072161536,0.02040816326530612,0.0034403669724770644,5,0,149,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
801,1,0,0,1,0,0.07083747103608076,0.0,0.3795871559633027,2,0,260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
802,2,0,0,1,0,0.023171135385633895,0.02040816326530612,0.2947247706422018,1,0,259,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
803,4,0,0,0,0,0.2224428997020854,0.0,0.0,0,0,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
804,2,0,0,1,0,0.4154253558424363,0.02040816326530612,0.3830275229357798,18,0,231,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
805,2,0,0,1,1,0.09301555776233035,0.04081632653061224,0.1341743119266055,4,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
806,3,0,0,1,0,0.09731876861966236,0.0,0.0,0,0,238,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
807,3,0,0,1,1,0.07315458457464416,0.061224489795918366,0.0,0,0,155,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
808,1,0,0,1,0,0.025157232704402517,0.02040816326530612,0.3084862385321101,2,0,233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
809,1,0,0,1,0,0.11188348229063225,0.0,0.0,0,1,262,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
810,3,0,0,1,0,0.132406487917908,0.04081632653061224,0.0,0,0,157,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
811,2,0,0,0,1,0.10857332009268454,0.0,0.0,0,0,178,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
812,3,0,0,1,0,0.05097649784839457,0.0,0.0,0,0,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
813,1,0,0,1,0,0.052962595167163194,0.0,0.0,0,0,232,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
814,3,0,0,1,0,0.017543859649122806,0.0,0.28440366972477066,1,0,331,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
815,1,0,0,0,0,0.038728897715988087,0.0,0.0,0,0,234,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
816,2,0,0,1,0,0.017212843429328037,0.0,0.0,0,0,239,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
817,2,0,0,0,0,0.05759682224428997,0.0,0.0,0,0,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
818,1,0,0,0,0,0.09235352532274081,0.0,0.0,0,0,337,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
819,1,0,0,1,0,0.036080767957629926,0.0,0.3876146788990826,2,0,239,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
820,3,1,0,0,0,0.005958291956305859,0.08163265306122448,0.0,0,0,42,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
821,1,0,0,1,0,0.05130751406818934,0.02040816326530612,0.3119266055045872,1,0,333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
822,2,0,2,0,0,0.044356173452499176,0.0,0.15711009174311927,8,0,78,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
823,2,0,0,1,0,0.3346573982125124,0.0,0.22821100917431192,2,1,43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
824,2,0,0,0,0,0.05892088712346905,0.0,0.0,0,0,333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
825,1,0,0,0,0,0.03574975173783516,0.04081632653061224,0.0,0,0,331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
826,3,0,0,1,0,0.036411784177424696,0.0,0.0,0,0,175,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
827,1,0,0,0,1,0.025157232704402517,0.14285714285714285,0.0,0,0,156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
828,3,0,0,1,0,0.020523005627275735,0.0,0.2775229357798165,1,0,336,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
829,1,0,0,1,0,0.04336312479311486,0.42857142857142855,0.0,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
830,2,0,0,0,0,0.031446540880503145,0.0,0.0,0,0,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
831,3,0,0,0,0,0.25057927838464084,0.02040816326530612,0.0,0,1,210,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
832,4,0,0,0,0,0.15226746110559417,0.0,0.0,0,0,161,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
833,2,0,0,1,0,0.005296259516716319,0.02040816326530612,0.0,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
834,3,0,0,0,0,0.06686527639854353,0.061224489795918366,0.0,0,0,156,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
835,1,0,0,0,0,0.09235352532274081,0.02040816326530612,0.0,0,0,177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
836,3,0,0,0,0,0.019860973187686197,0.0,0.0,0,0,195,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
837,2,0,1,1,0,0.21946375372393248,0.04081632653061224,0.4105504587155963,3,1,231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
838,1,0,0,0,0,0.022840119165839126,0.04081632653061224,0.0,0,0,331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
839,2,0,1,1,0,0.050314465408805034,0.02040816326530612,0.0,0,0,226,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
840,1,1,0,1,0,0.18371400198609733,0.12244897959183673,0.0,0,0,212,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
841,2,0,0,0,0,0.04601125455147302,0.02040816326530612,0.0,0,0,134,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
842,2,0,0,1,0,0.019198940748096655,0.0,0.0,0,0,231,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
843,4,0,0,1,1,0.07116848725587553,0.02040816326530612,0.2981651376146789,5,0,337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
844,2,0,0,1,0,0.003641178417742469,0.04081632653061224,0.0,0,0,231,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
845,2,0,0,1,0,0.18636213174445548,0.0,0.0,0,0,260,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
846,2,0,1,1,0,0.06090698444223767,0.02040816326530612,0.0,0,0,156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
847,3,0,0,1,0,0.05130751406818934,0.02040816326530612,0.0,0,0,174,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
848,2,0,1,1,0,0.038728897715988087,0.02040816326530612,0.0,0,0,154,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
849,3,0,0,0,0,0.11287653095001655,0.0,0.10894495412844037,3,1,187,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
850,1,0,0,0,0,0.23601456471367097,0.0,0.0,0,0,226,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
851,3,0,0,0,0,0.022178086726249588,0.04081632653061224,0.0,0,0,136,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
852,2,0,0,0,0,0.04634227077126779,0.02040816326530612,0.0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
853,3,0,0,0,1,0.011254551473022179,0.0,0.0,0,0,163,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
854,2,0,0,1,0,0.018536908308507117,0.02040816326530612,0.0,0,0,126,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
855,3,0,0,0,0,0.10989738497186362,0.02040816326530612,0.21100917431192662,2,1,106,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
856,3,1,0,1,1,0.029129427341939754,0.061224489795918366,0.0,0,0,188,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
857,2,0,0,0,0,0.08275405494869248,0.02040816326530612,0.4059633027522936,1,0,235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
858,1,0,0,1,1,0.033101621979477,0.0,0.09862385321100918,19,0,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
859,3,0,0,1,1,0.023171135385633895,0.08163265306122448,0.0,0,0,256,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
860,4,0,0,0,0,0.050314465408805034,0.02040816326530612,0.0,0,0,135,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
861,3,0,0,0,0,0.04700430321085733,0.02040816326530612,0.0,0,0,337,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
862,2,0,0,1,0,0.290632240979808,0.0,0.0,0,1,227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
863,3,0,0,1,0,0.026481297583581597,0.061224489795918366,0.0,0,0,219,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
864,2,0,1,1,0,0.036411784177424696,0.02040816326530612,0.0,0,0,227,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
865,1,0,0,0,1,0.31545845746441575,0.04081632653061224,0.0,0,0,183,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
866,3,0,0,0,0,0.020854021847070508,0.04081632653061224,0.0,0,0,204,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
867,1,0,0,1,0,0.06852035749751738,0.20408163265306123,0.0,0,0,176,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
868,1,0,0,1,0,0.09764978483945713,0.02040816326530612,0.0,0,0,135,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
869,4,0,0,1,1,0.03243958953988745,0.10204081632653061,0.4013761467889908,1,0,235,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
870,4,0,0,0,1,0.07315458457464416,0.0,0.0,0,0,241,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
871,1,0,2,0,0,0.21516054286660047,0.02040816326530612,0.0,0,1,255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
872,1,0,0,1,0,0.07613373055279708,0.02040816326530612,0.0,0,0,232,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
873,1,0,0,0,0,0.014564713670969877,0.10204081632653061,0.0,0,0,161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
874,2,0,2,1,0,0.0539556438265475,0.0,0.2006880733944954,7,0,233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
875,2,0,1,0,0,0.16418404501820588,0.02040816326530612,0.0,0,0,220,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
876,1,0,0,0,0,0.005958291956305859,0.02040816326530612,0.0,0,0,147,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
877,1,0,2,0,0,0.08407811982787157,0.02040816326530612,0.0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
878,1,0,0,0,1,0.0572658060244952,0.0,0.0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
879,1,0,0,1,1,0.019198940748096655,0.02040816326530612,0.0,0,0,218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
880,1,0,0,0,0,0.1499503475670308,0.0,0.09288990825688073,1,1,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
881,1,0,0,1,0,0.1509433962264151,0.02040816326530612,0.3967889908256881,2,0,259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
882,3,0,0,1,0,0.05958291956305859,0.061224489795918366,0.0,0,0,163,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
883,2,0,0,1,0,0.03806686527639854,0.04081632653061224,0.42660550458715596,3,0,233,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
884,3,0,0,0,0,0.024164184045018206,0.10204081632653061,0.0,0,0,302,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
885,2,0,0,0,1,0.034094670638861305,0.0,0.0,0,0,162,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
886,4,0,0,1,0,0.33896060906984443,0.02040816326530612,0.0,0,1,237,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
887,2,0,0,1,0,0.027474346242965905,0.0,0.0,0,0,232,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
888,2,0,0,1,0,0.10294604435617345,0.061224489795918366,0.0,0,0,237,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
889,2,0,1,1,1,0.034094670638861305,0.02040816326530612,0.0,0,0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
890,2,0,0,0,1,0.06521019529956967,0.08163265306122448,0.0,0,0,169,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
891,1,0,0,0,1,0.029791459781529295,0.0,0.23623853211009174,2,0,337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
